abstract,sentence,label,,,,
25168779,"Finally, we detect differential expression and phosphorylation of proteins involved in pre-mRNA processing and nuclear transport, as well as Wnt and calcium signaling, such as PLC, PKC, NFAT, and cPLA2.",,,,,
25168779,We postulate that calcium homeostasis is likely affected in molecular pathogenesis of FXS.,,,,,
21237297,Epithelial ovarian cancer (EOC) is the most common form of gynaecological malignancy in the developed world and has a poor prognosis due to its late detection.,,,,,
21237297,Identifying molecular markers of the disease may provide novel approaches to screening and could enable targeted treatment and the design of novel therapies.,,,,,
21237297,"Although blood is recognized as a highly important source of disease-related biomarkers, the complexity and dynamic range of protein abundance in body fluids has hampered proteomic biomarker discovery and alternative approaches using cell models may be more successful.",,,,,
21237297,"Herein, we have utilized two cellular models of EOC, where transfer of normal chromosome 18 material into the EOC cell lines TOV-112D and TOV-21G induced in vitro and in vivo suppression of their tumourigenic phenotype.",,,,,
21237297,"A combination of quantitative two-dimensional difference gel electrophoresis (2D-DIGE) and two-dimensional-liquid chromatography tandem mass spectrometry (2D-LC-MS/MS) with tandem mass tagging (TMT) was employed to examine the whole cell, secreted and crude membrane proteomes of the parental and hybrid cell models to identify differentially expressed proteins as potential markers of tumour suppression.",,,,,
21237297,Protein changes of interest were confirmed by immunoblotting in additional hybrid and revertant cell lines where incorporated chromosome 18 material was lost.,,,,,
21237297,One candidate marker was also tested in sera from a set of ovarian cancer cases and controls.,,,,,
21237297,We have identified a list of promising candidate biomarkers for further testing and functional characterization.,,,,,
27107221,The stoichiometry of the metal complexes formed between nickel and the ligand β-glucoisosaccharinic acid (β-GISA) and a racemic mixture of enantiomers of xyloisosaccharinic acid (XISA) has been determined at both neutral and alkaline pHs.,,,,,
27107221,"Bjerrum plots, Job's plots and conductance measurements indicated that for each of the systems one to one Ni(ligand) complexes were formed at near neutral pHs (<7.5).",,,,,
27107221,"At intermediate alkaline pHs (7.5-13) there is evidence to support the formation and precipitation of Ni2(ligand)(OH)3 complexes, finally, at high pH (>13) sparingly soluble Ni2(ligand)(OH)4 complexes were formed.",,,,,
27107221,"The stability constants for the Ni(β-GISA), Ni(α-GISA) and Ni(XISA) complexes formed at neutral pH were determined under identical conditions using polarographic studies.",,,,,
27107221,The measured stability constants for Ni(β-GISA) (log10 β = 1.94 ± 0.15) and for Ni(α-GISA)(log10 β = 2.07 ± 0.13) are very similar, the value measured for the Ni(XISA) complex (log10 β = 0.83) was an order of magnitude smaller.,,,,
27107221,The stability constants for the Ni2(Ligand)(OH)4 complexes formed at highly alkaline pHs were determined using the Schubert method.,,,,,
27107221,The measured stability constant for Ni2(β-GISA)(OH)4 (log10 β = 30.6 ± 0.5) was an order of magnitude bigger than the value for Ni2(α-GISA)(OH)4 (log10 β = 29.0 ± 0.5) measured under identical conditions.,,,,,
27107221,Attempts to measure the stability constant for Ni2(XISA)(OH)4 were unsuccessful, Ni2(XISA)(OH)4 complexes were not present in significant amounts at high pH to allow the log10β value to be determined by the Schubert method.,,,,
10515698,"Aqueous ethanol extracts from the immature fruits and stalks of bluebell (Hyacinthoides non-scripta) were subjected to various ion-exchange column chromatographic steps to give 1,4-dideoxy-1,4-imino-D-arabinitol (1),2(R),5(R)-bis(hydroxymethyl)-3(R),4(R)-dihydroxypyrrolidine (DMDP) (2), 6-deoxy-6-C-(2,5-dihydroxyhexyl)-DMDP (3),2,5-dideoxy-2,5-imino-DL-glycero-D-manno-heptitol (homoDMDP)(4),homoDMDP-7-O-apioside (5), homoDMDP-7-O-beta-D-xylopyranoside (6), (1S*,2R*,3R*,5R*,7aR*)-1,2-dihydroxy-3,5- dihydroxymethylpyrrolizidine (7), and (1S*,2R*,3R*,5R*,6R*,7R*,7aR*)-3-hydroxymethyl-5-methyl-1,2,6,7 tetrahydroxypyrrolizidine (8).",,,,,
10515698,"Bulbs of Scilla campanulata (Hyacinthaceae) yielded (1S*,2R*,3R*,5S*,7aR*)-1,2-dihydroxy-3,5-dihydroxy-methylpyrrol izidine (9) in addition to compounds 1-7.",,,,,
10515698,"Compounds 3,6,7,8, and 9 are new natural products.",,,,,
10515698,Compound 4 is a potent competitive inhibitor with K(i) values of 1.5 microM for Caldocellum saccharolyticum beta-glucosidase and 2.2 microM for bovine liver beta-galactosidase.,,,,,
10515698,"The 7-O-beta-D xyloside 6 was a stronger competitive inhibitor than 4 of C saccharolyticum beta-glucosidase and rat intestinal lactase, with K(i) values of 0.06 and 0.07 microM, respectively, but a weaker inhibitor of bovine liver beta-galactosidase.",,,,,
10515698,"Furthermore, compound 4 is also a competitive inhibitor (K(i) = 1.8 microM) of porcine kidney trehalase, but 6 was inactive against this enzyme.",,,,,
19015978,"N-linked glycosylation has a profound effect on the proper folding, oligomerization and stability of glycoproteins.",,,,,
19015978,"These glycans impart many properties to proteins that may be important for their proper functioning, besides having a tendency to exert a chaperone-like effect on them.",,,,,
19015978,"Certain glycosylation sites in a protein however, are more important than other sites for their function and stability.",,,,,
19015978,"It has been observed that some N-glycosylation sites are conserved over families of glycoproteins over evolution, one such being the tyrosinase related protein family.",,,,,
19015978,"The role of these conserved N-glycosylation sites in their trafficking, sorting, stability and activity has been examined here.",,,,,
19015978,By scrutinizing the different glycosylation sites on this family of glycoproteins it was inferred that different sites in the same family of polypeptides can perform distinct functions and conserved sites across the paralogues may perform diverse functions.,,,,,
16457590,A common animal model of chemical hepatocarcinogenesis was used to demonstrate the potential identification of carcinogenicity related protein signatures/biomarkers.,,,,,
16457590,"Therefore, an animal study in which rats were treated with the known liver carcinogen N-nitrosomorpholine (NNM) or the corresponding vehicle was evaluated.",,,,,
16457590,Histopathological investigation as well as SELDI-TOF-MS analysis was performed.,,,,,
16457590,SELDI-TOF-MS is an affinity-based mass spectrometry method in which subsets of proteins from biological samples are selectively adsorbed to a chemically modified surface.,,,,,
16457590,The proteins are subsequently analyzed with respect to their mass-charge ratios (m/z) by a time of flight (TOF) mass spectrometry (MS) approach.,,,,,
16457590,"As data preprocessing of SELDI-TOF-MS spectra is essential, baseline correction, normalization, peak detection, and alignment of raw spectra were performed using either the Ciphergen ProteinChip Software 3.1 or functions implemented in the library PROcess of the BioConductor Project.",,,,,
16457590,"Baseline correction and normalization algorithms of both tools lead to comparable results, whereas results after peak detection and alignment steps differed.",,,,,
16457590,Variability between technical and biological replicates was investigated.,,,,,
16457590,"A linear mixed model with factors experimental group and time point was applied for each protein peak, taking into account the different correlation structure of technical and biological replicates.",,,,,
16457590,"Alternatively, only median intensity values of technical replicates were used.",,,,,
16457590,Results of both models were similar and correlated well with those of the histopathological evaluation of the study.,,,,,
16457590,"In conclusion, statistical analyses lead to comparable results, whereas parameter settings for preprocessing proved to be crucial.",,,,,
28679532,Double strand breaks (DSBs) represent highly deleterious DNA damage and need to be accurately repaired.,,,,,
28679532,Homology directed repair (HDR) and non-homologous end-joining (NHEJ) are the two major DSB repair pathways that are highly conserved from yeast to mammals.,,,,,
28679532,"The choice between these pathways is largely based on 5' to 3' DNA resection, and NHEJ proceeds only if resection has not initiated.",,,,,
28679532,"In yeast, yKu70/80 (Ku) rapidly localizes to the break, protecting DNA ends from nuclease accessibility and recruits additional NHEJ factors, including Nej1 and Lif1.",,,,,
28679532,Cells harboring the nej1-V338A mutant exhibit NHEJ-mediated repair deficiencies and hyper-resection 0.15 kb from the DSB that was dependent on the nuclease activity of Dna2-Sgs1.,,,,,
28679532,"The integrity of Nej1 is also important for inhibiting long-range resection, 4.8 kb from the break, and for preventing the formation of large genomic deletions at sizes > 700 bp around the break.",,,,,
28679532,Nej1V338A localized to an HO-induced DSB similarly to WT Nej1 indicating that the Nej1-Lif1 interaction becomes mainly critical for blocking hyper-resection after their recruitment to the DSB.,,,,,
28679532,"This work highlights that Nej1 inhibits 5' DNA hyper-resection mediated by Dna2-Sgs1, a function distinct from its previously reported role in supporting Dnl4 ligase activity and has implications for repair pathway choice and resection regulation upon DSB formation.",,,,,
25732134,"Although eukaryotic cells express a wide range of alternatively spliced transcripts, it is not clear whether genes tend to express a range of transcripts simultaneously across cells, or produce dominant isoforms in a manner that is either tissue-specific or regardless of tissue.",,,,,
25732134,"To date, large-scale investigations into the pattern of transcript expression across distinct tissues have produced contradictory results.",,,,,
25732134,"Here, we attempt to determine whether genes express a dominant splice variant at the protein level.",,,,,
25732134,"We interrogate peptides from eight large-scale human proteomics experiments and databases and find that there is a single dominant protein isoform, irrespective of tissue or cell type, for the vast majority of the protein-coding genes in these experiments, in partial agreement with the conclusions from the most recent large-scale RNAseq study.",,,,,
25732134,"Remarkably, the dominant isoforms from the experimental proteomics analyses coincided overwhelmingly with the reference isoforms selected by two completely orthogonal sources, the consensus coding sequence variants, which are agreed upon by separate manual genome curation teams, and the principal isoforms from the APPRIS database, predicted automatically from the conservation of protein sequence, structure, and function.",,,,,
25982387,India significantly contributes to the global malaria burden and has the largest population in the world at risk of malaria.,,,,,
25982387,This study aims to analyze alterations in the human serum proteome as a consequence of non-severe and severe infections by the malaria parasite Plasmodium falciparum to identify markers related to disease severity and to obtain mechanistic insights about disease pathogenesis and host immune responses.,,,,,
25982387,"In discovery phase of the study, a comprehensive quantitative proteomic analysis was performed using gel-based (2D-DIGE) and gel-free (iTRAQ) techniques on two independent mass spectrometry platforms (ESI-Q-TOF and Q-Exactive mass spectrometry), and selected targets were validated by ELISA.",,,,,
25982387,"Proteins showing altered serum abundance in falciparum malaria patients revealed the modulation of different physiological pathways including chemokine and cytokine signaling, IL-12 signaling and production in macrophages, complement cascades, blood coagulation, and protein ubiquitination pathways.",,,,,
25982387,Some muscle related and cytoskeletal proteins such as titin and galectin-3-binding protein were found to be up-regulated in severe malaria patients.,,,,,
25982387,Hemoglobin levels and platelet counts were also found to be drastically lower in severe malaria patients.,,,,,
25982387,"Identified proteins including serum amyloid A, C-reactive protein, apolipoprotein E and haptoglobin, which exhibited sequential alterations in their serum abundance in different severity levels of malaria, could serve as potential predictive markers for disease severity.",,,,,
25982387,"To the best of our information, we report here the first comprehensive analysis describing the serum proteomic alterations observed in severe P. falciparum infected patients from different malaria endemic regions of India.",,,,,
25982387,This article is part of a Special Issue entitled: Proteomics in India.,,,,,
20822187,Doxorubicin remains an important part of chemotherapy regimens in the clinic and is considered an effective agent in the treatment of acute lymphoblastic leukemia (ALL).,,,,,
20822187,"Although the cellular responses induced by doxorubicin treatment have been investigated for years, the precise mechanisms underlying its cytotoxicity and therapeutic activity remain unclear.",,,,,
20822187,"Here we utilized mass spectrometry, together with stable isotope labeling by amino acids in cell culture (SILAC), to analyze comparatively the protein expression in Jurkat-T cells before and after treatment with a clinically relevant concentration of doxorubicin.",,,,,
20822187,"We were able to quantify 1066 proteins in Jurkat-T cells with both forward and reverse SILAC measurements, among which 62 were with significantly altered levels of expression induced by doxorubicin treatment.",,,,,
20822187,"These included the up-regulation of core histones, heterogeneous nuclear ribonucleoproteins, and superoxide dismutase 2 as well as the down-regulation of hydroxymethylglutaryl-CoA synthase and farnesyl diphosphate synthase.",,,,,
20822187,The latter two are essential enzymes for cholesterol biosynthesis.,,,,,
20822187,"We further demonstrated that the doxorubicin-induced growth inhibition of Jurkat-T cells could be rescued by treatment with cholesterol, supporting that doxorubicin exerts its cytotoxic effect, in part, by suppressing the expression of hydroxymethylglutaryl-CoA synthase and farnesyl diphosphate synthase, thereby inhibiting the endogenous production of cholesterol.",,,,,
20822187,The results from the present study provide important new knowledge for gaining insights into the molecular mechanisms of action of doxorubicin.,,,,,
26808590,Dufour's gland is associated with the venom apparatuses of social wasps and bees.,,,,,
26808590,This location and its evolutionary adaptations indicate that it could be involved in the production of alarm pheromones in the social wasp Polybia paulista.,,,,,
26808590,"To investigate this hypothesis, the volatile composition of this gland was analyzed and compared to that in the venom.",,,,,
26808590,"Eighteen compounds were identified as secreted by Dufour's gland, and 16 of these compounds were also identified in the venom, suggesting that the compounds produced by the gland are secreted and mixed with venom in the venom reservoir of this wasp.",,,,,
26808590,These compounds were subjected to a field bioassay to investigate their potential action as alarm pheromones.,,,,,
26808590,"Alcohols and aldehydes elicited the alert behavior in workers, luring them outside the nest, whereas acids attracted the workers in the direction of the source; fatty acid methyl esters elicited aggression.",,,,,
26808590,These results suggest that Dufour's gland produces alarm pheromones.,,,,,
26808590,"To corroborate this hypothesis the proteomic complement of this gland was assigned using a shot-gun strategy; 59 proteins were identified, and the results indicate specialization of Dufour's gland for the metabolism of fatty acids (elongation, esterification unsaturation, reduction, and decarboxylation) in the biosynthesis of alarm pheromones.",,,,,
26808590,"BIOLOGICAL SIGNIFICANCE: The present knowledge about the role of Dufour's gland among aculeate Hymenoptera insects suggests that it may have many different roles related to the biosynthesis and secretion of chemical markers for different biological functions, though none are related to the elicitation of alarm behaviors for coordinating a mass attack of the colony against intruders.",,,,,
26808590,The present study combined the analysis of secreted volatile compounds (as metabolites) with proteome assignments and a field bioassay with synthetic compounds to clearly demonstrate that Dufour's gland does in fact biosynthesize alarm pheromones in social wasps.,,,,,
26808590,This strategy may be reproduced in other investigations related to pheromone production in other insects.,,,,,
19364129,Multiple myeloma (MM) is an incurable plasma cell malignancy with a terminal phase marked by increased proliferation and resistance to therapy.,,,,,
19364129,"Arsenic trioxide (ATO), an antitumor agent with a multifaceted mechanism of action, displayed clinical activity in patients with late-stage multiple myeloma.",,,,,
19364129,"However, the precise mechanism(s) of action of ATO has not been completely elucidated.",,,,,
19364129,"In the present study, we used proteomics to analyze the ATO-induced protein alterations in MM cell line U266 and then investigated the molecular pathways responsible for the anticancer actions of ATO.",,,,,
19364129,"Several clusters of proteins altered in expression in U266 cells upon ATO treatment were identified, including down-regulated signal transduction proteins and ubiquitin/proteasome members, and up-regulated immunity and defense proteins.",,,,,
19364129,Significantly regulated 14-3-3zeta and heat shock proteins (HSPs) were selected for further functional studies.,,,,,
19364129,"Overexpression of 14-3-3zeta in MM cells attenuated ATO-induced cell death, whereas RNAi-based 14-3-3zeta knock-down or the inhibition of HSP90 enhanced tumor cell sensitivity to the ATO induction.",,,,,
19364129,These observations implicate 14-3-3zeta and HSP90 as potential molecular targets for drug intervention of multiple myeloma and thus improve our understanding on the mechanisms of antitumor activity of ATO.,,,,,
21856724,Two families of membrane enzymes catalyze the initiation of the synthesis of O-antigen lipopolysaccharide.,,,,,
21856724,The Salmonella enterica Typhimurium WbaP is a prototypic member of one of these families.,,,,,
21856724,We report here the purification and biochemical characterization of the WbaP C-terminal (WbaP(CT)) domain harboring one putative transmembrane helix and a large cytoplasmic tail.,,,,,
21856724,An N-terminal thioredoxin fusion greatly improved solubility and stability of WbaP(CT) allowing us to obtain highly purified protein.,,,,,
21856724,We demonstrate that WbaP(CT) is sufficient to catalyze the in vitro transfer of galactose (Gal)-1-phosphate from uridine monophosphate (UDP)-Gal to the lipid carrier undecaprenyl monophosphate (Und-P).,,,,,
21856724,We optimized the in vitro assay to determine steady-state kinetic parameters with the substrates UDP-Gal and Und-P.,,,,,
21856724,"Using various purified polyisoprenyl phosphates of increasing length and variable saturation of the isoprene units, we also demonstrate that the purified enzyme functions highly efficiently with Und-P, suggesting that the WbaP(CT) domain contains all the essential motifs to catalyze the synthesis of the Und-P-P-Gal molecule that primes the biosynthesis of bacterial surface glycans.",,,,,
29175660,"The chemo-enzymatic synthesis of an artificially N-glycosylated derivative of glucagon, a peptide hormone that regulates the blood sugar level, is described.",,,,,
29175660,We synthesized the glycosylated glucagon by chemical synthesis of an N-acetylglucosaminyl peptide and enzymatic transfer of an oligosaccharide using the transglycosylation activity of the glycosynthase-like mutant of Mucor hiemalis endo-β-N-acetylglucosaminidase (Endo-M) and sialo-oligosaccharide oxazoline as a donor substrate.,,,,,
29175660,The sialo-oligosaccharide-attached glucagon synthesized showed high resistance against protease degradation and stimulated the release of glucose from mouse hepatocytes when added to cells.,,,,,
29175660,The synthetic glucagon showed slightly higher activity than native glucagon and has potential as a therapeutic agent for treating diabetic patients.,,,,,
18512149,Glycosylation is one of the most important post-translational modifications.,,,,,
18512149,"It is clear that the single step of beta1,4-galactosylation is performed by a family of beta1,4-galactosyltransferases (beta1,4-GalTs), and that each member of this family may play a distinct role in different tissues and cells.",,,,,
18512149,"beta1,4-GalT I and V are involved in the biosynthesis of N-linked oligosaccharides and play roles in sciatic nerve regeneration after sciatic nerve injury.",,,,,
18512149,"In the present study, the expression of beta1,4-galactosyltransferase (beta1,4-GalT) I, V mRNAs and Galbeta1-4GlcNAc group were examined in rat gastrocnemius muscles after sciatic nerve crush and transection.",,,,,
18512149,"Real time PCR revealed that beta1,4-GalT I and V mRNAs expressed at a high level in normal gastrocnemius muscles and decreased gradually from 6 h, reached the lowest level at 2 weeks, then restored gradually to relatively normal level at 4 weeks after sciatic nerve crush.",,,,,
18512149,"In contrast, in sciatic nerve transection model, beta1,4-GalT I and V mRNAs decreased gradually from 6 h, and remained on a low level at 4 weeks in gastrocnemius muscles after sciatic nerve transection.",,,,,
18512149,"In situ hybridization indicated that beta1,4-GalT I and V mRNAs localized in numerous myocytes and muscle satellite cells under normal conditions and at 4 weeks after sciatic nerve crush, and in a few muscle satellite cells at 4 weeks after sciatic nerve transection.",,,,,
18512149,"Furthermore, lectin blotting showed that the expression level of the Galbeta1-4GlcNAc group decreased from 6 h, reached the lowest level at 2 weeks, and restored to relatively normal level at 4 weeks after sciatic nerve crush.",,,,,
18512149,"RCA-I lectin histochemistry demonstrated that Galbeta1-4GlcNAc group localized in numerous membranes of myocytes and muscle satellite cells in normal and at 4 weeks after sciatic nerve crush, and in a few muscle satellite cells at 2 and 4 weeks after sciatic nerve transection.",,,,,
18512149,"These results indicated that the expressions of beta1,4-GalT I, V mRNAs and Galbeta1-4GlcNAc group were involved in the process of denervation and reinnervation, which suggests that beta1,4-GalT I, V mRNAs and Galbeta1-4GlcNAc group may play an important role in the muscle regeneration.",,,,,
21645650,"Donkey's milk is today categorized among the best mother's milk substitute for allergic newborns, due to its much reduced or absent allergenicity, coupled to excellent palatability and nutritional value.",,,,,
21645650,"However, up to the present, only a handful of proteins had been characterized, just about the standard eight to ten major ones known in all types of milk.",,,,,
21645650,"By exploiting the combinatorial peptide ligand library technology, and treating large volumes (up to 300 mL) of defatted, de-caseinized (whey) milk, we have been able to identify 106 unique gene products, by far the largest description so far of this precious nutrient.",,,,,
21645650,"Due to poor knowledge of the donkey's genetic asset, only 10% of the proteins could be identified by consulting the data base of Equus asinus; the largest proportion (70%) could be identified by homology with the proteins of Equus caballus.",,,,,
16212443,"Thiophosphorylation provides a metabolically stable, chemically reactive phosphorylation analogue for analyzing the phosphoproteome in vitro and in vivo.",,,,,
16212443,We developed a MALDI-TOF-MS based assay for optimizing thiophosphopeptide production by a kinase even in the presence of Mg(2+) and ATP.,,,,,
16212443,"We found that Abl kinase thiophosphorylation rates can be ""rescued"" using Mn(2+) in the presence of Mg(2+).",,,,,
16212443,"Under our ideal conditions, titration of Mn(2+) and ATPgammaS in the presence of Mg(2+) allowed relatively rapid, highly specific thiophosphorylation by Abl tyrosine kinase, both as purified enzyme and in complex cell extracts.",,,,,
28823068,One of the treatments to infertility is In Vitro Fertilization (IVF).,,,,,
28823068,"In the course of IVF, fertilization rate can be improved through stress reduction.",,,,,
28823068,"Probably one of the causes of low outcome of IVF is changes in uterine glycoconjugates that are first site of contact between blastocyst and uterus, due to stress, e.g., stress of injection.",,,,,
28823068,"Thus, the study of the injectional stress effects on implantation period is very important to improve the outcome of IVF.",,,,,
28823068,Sixteen mature female rats were divided to experimental and control groups.,,,,,
28823068,Experimental rats injected with 0.5cm(3) distilled water intraperitoneally in diestrus or proestrus and 10 I.U HCG in estrus phase.,,,,,
28823068,Control rats injected only with 10 I.U HCG in estrus phase.,,,,,
28823068,"The experimental and control rats mated with proven fertile male rats, sacrificed at 5.5 day of gestation (time of implantation) and their uterus horns removed.",,,,,
28823068,"Uterine sections were stained with WGA, DBA, PNA, ConA, SBA and UEA lectins and grading of the intensity of the reaction in apical membrane, Golgi zone and basement membrane of uterine epithelial cells and uterine glands were performed by an arbitrary method.",,,,,
28823068,The intensity of the reaction to WGA and DBA in apical membrane and Golgi zone was significantly high in experimental group.,,,,,
28823068,"It seems that injectional stress can decrease the rate of implantation through alteration in uterine glycoconjugates, e.g.",,,,,
28823068,"increase in negatively charged glycoconjugates such as sialic acid, which reduce the receptivity of uterus for blastocyst.",,,,,
15044394,In this study we show for the first time the use of carbohydrate chains on glycolipids as receptors for the periodontitis-associated bacterium Porphyromonas gingivalis.,,,,,
15044394,Previous studies have shown that this bacterium has the ability to adhere to and invade the epithelial lining of the dental pocket.,,,,,
15044394,Which receptor(s) the adhesin of P. gingivalis exploit in the adhesion to epithelial cells has not been shown.,,,,,
15044394,"Therefore, the binding preferences of this specific bacterium to structures of carbohydrate origin from more than 120 different acid and nonacid glycolipid fractions were studied.",,,,,
15044394,The bacteria were labeled externally with (35)S and used in a chromatogram binding assay.,,,,,
15044394,"To enable detection of carbohydrate receptor structures for P. gingivalis, the bacterium was exposed to a large number of purified total glycolipid fractions from a variety of organs from different species and different histo-blood groups.",,,,,
15044394,P. gingivalis showed a preference for fractions of human and pig origin for adhesion.,,,,,
15044394,"Both nonacid and acid glycolipids were used by the bacterium, and a preference for shorter sugar chains was noticed.",,,,,
15044394,Bacterial binding to human acid glycolipid fractions was mainly obtained in the region of the chromatograms where sulfated carbohydrate chains usually are found.,,,,,
15044394,"However, the binding pattern to nonacid glycolipid fractions suggests a core chain of lactose bound to the ceramide part as a tentative receptor structure.",,,,,
15044394,"The carbohydrate binding of the bacterium might act as a first step in the bacterial invasion process of the dental pocket epithelium, subsequently leading to damage to periodontal tissue and tooth loss.",,,,,
23466310,"UNLABELLED: Sympatric distribution and sharing of hosts and antigens by Trypanosoma rangeli and Trypanosoma cruzi, the etiological agent of Chagas' disease, often incur in misdiagnosis and improper epidemiological inferences.",,,,,
23466310,Many secreted and surface proteins (SP) have been described as important antigens shared by these species.,,,,,
23466310,"This work describes the T. rangeli surfaceome obtained by gel-free (LC-ESI-MS/MS) and gel-based (GeLC-ESI-MS/MS) proteomic approaches, and immunoblotting analyses and the comparison of these SP with T. cruzi.",,,,,
23466310,"A total of 138 T. rangeli proteins and 343 T. cruzi proteins were obtained, among which, 42 and 157 proteins were exclusively identified in T. rangeli or T. cruzi trypomastigotes, respectively.",,,,,
23466310,Immunoblotting assays using sera from experimentally infected mice revealed a distinct band pattern for each species.,,,,,
23466310,MS/MS analysis of T. rangeli exclusive bands revealed two unique GP63-related proteins and flagellar calcium-binding protein.,,,,,
23466310,"Also, a ~32kDa band composed of 12 distinct proteins was exclusively recognized by anti-T. cruzi serum.",,,,,
23466310,"This highly sensitive proteomic assessment of surface proteins characterized the T. rangeli surfaceome, revealing several differences and similarities between these two parasites.",,,,,
23466310,The study reports new T. rangeli-specific proteins with promising use in differential diagnosis from T. cruzi.,,,,,
23466310,"BIOLOGICAL SIGNIFICANCE: In this manuscript, we report the first proteomic analysis of the T. rangeli surface (surfaceome), a non-pathogenic parasite occurring in sympatry with T. cruzi, the etiological agent of Chagas disease.",,,,,
23466310,"This comparative proteomic analysis was performed using high-throughput in-gel and gel-free proteomic approaches combined with immunoblotting, allowing us to identify new T. rangeli-specific proteins with promising use in differential serodiagnosis, among several other protein not previously reported for this taxon.",,,,,
23466310,"Additionally, cross-recognition assays showed that T. cruzi surface proteins were recognized by heterologous serum (anti-T. rangeli) that strengthens the possibility of misdiagnosis of Chagas disease in humans and other mammals.",,,,,
23466310,"Thus, this work provides new insights to understand the serological cross-reactivity between T. cruzi and T. rangeli, as well as, the identification of targets for specific T. rangeli diagnosis as revealed by the comparative surfaceome analysis.",,,,,
23466310,"We strongly believe that this research is of importance to the readers of Journal of Proteomics since it provides new potential markers for diagnosis of both T. cruzi and T. rangeli parasites increasing the spectrum of specific targets for unambiguous diagnosis of T. rangeli and T. cruzi infections, besides describing new approaches to assess the trypanosomatids proteome.",,,,,
9597543,The biosynthesis of the lipid-linked oligosaccharide substrate for N-linked protein glycosylation follows a highly conserved pathway at the membrane of the endoplasmic reticulum.,,,,,
9597543,"Based on the synthetic growth defect in combination with a reduced oligosaccharyltransferase activity (wbp1), we have identified alg10 mutant strains which accumulate lipid-linked Glc2Man9GlcNAc2.",,,,,
9597543,"We cloned the corresponding wild-type gene and show in a novel in vitro assay that Alg10p is a dolichyl-phosphoglucose-dependent glucosyltransferase which adds the terminal alpha-1,2 glucose to the lipid-linked Glc2Man9GlcNAc2 oligosaccharide.",,,,,
9597543,"Hypoglycosylation of secreted proteins in alg10 deletion strains demonstrates that the terminal alpha-1,2-linked glucose residue is a key element in substrate recognition by the oligosaccharyltransferase.",,,,,
9597543,This ensures that primarily completely assembled oligosaccharide is transferred to protein.,,,,,
1841682,"Asparagine-linked oligosaccharides present on hen egg-yolk immunoglobulin, termed IgY, were liberated from the protein by hydrazinolysis.",,,,,
1841682,"After N-acetylation, the oligosaccharides were labelled with a UV-absorbing compound, p-aminobenzoic acid ethyl ester (ABEE).",,,,,
1841682,"The ABEE-derivatized oligosaccharides were fractionated by anion exchange, normal phase and reversed phase HPLC, and their structures were determined by a combination of sugar composition analysis, methylation analysis, negative ion FAB-MS, 500 MHz 1H-NMR and sequential exoglycosidase digestions.",,,,,
1841682,"IgY contained monoglucosylated oligomannose type oligosaccharides with structures of Glc alpha 1-3Man7-9-GlcNAc-GlcNAc, oligomannose type oligosaccharides with the size range of Man5-9GlcNAc-GlcNAc, and biantennary complex type oligosaccharides with core region structure of Man alpha 1-6(+/- GlcNAc beta 1-4)(Man alpha 1-3)Man beta 1-4GlcNAc beta 1-4(+/- Fuc alpha 1-6)GlcNAc.",,,,,
1841682,"The glucosylated oligosaccharides, Glc1Man8GlcNAc2 and Glc1Man7GlcNAc2, have not previously been reported in mature glycoproteins from any source.",,,,,
27431816,"Recently, we established two mouse monoclonal antibodies (R-10G and R-17F).",,,,,
27431816,The R-17F antibody (IgG1 subtype) exhibited a strong cytotoxic effect on hiPS/ES cells.,,,,,
27431816,The R-17F antigen isolated from a total lipid extract of hiPS (Tic) cells was identified as LNFP I (Fucα1-2Galβ1-3GlcNAcβ1-3Galβ1-4Glc).,,,,,
27431816,"In the present study, R-17F binding proteins were isolated from hiPS (Tic) cell lysates with an affinity column of R-17F.",,,,,
27431816,"They gave one major R-17F positive band around 250 kDa, and several minor bands between 150 kDa and 25 kDa.",,,,,
27431816,The former band was identified as podocalyxin by LC/MS/MS after SDS-PAGE.,,,,,
27431816,Hapten inhibition studies on R-17F binding to R-17F column-purified proteins with various synthetic oligosaccharides revealed that the blood group H type 1 triaose structure (Fucα1-2Galβ1-3GlcNAc) was the predominant epitope on all the R-17F binding proteins.,,,,,
27431816,"These bands disappeared completely on digestion with α1-2 fucosidase, but not with α1-3/4 fucosidase.",,,,,
27431816,"Upon PNGase F digestion, the R-17F positive band around and above 250 kDa did not show any change, while the minor bands between 150 kDa and 25 kDa disappeared completely, suggesting that the epitope is expressed on N-glycans in the latter and probably on O-glycans in the former.",,,,,
27431816,"These results, together with those obtained in our previous studies on R-10G (Kawabe et al.",,,,,
27431816,"Glycobiology, 23, 322-336 (2013)), indicated that both R-10G and R-17F epitopes are carried on the same podocalyxin molecule.",,,,,
27431816,The R-17F epitopes on these glycoproteins expressed on hiPS cells could be associated with the molecular mechanism underlying the carbohydrate-mediated cytotoxic activity of R-17F.,,,,,
19880424,Immunochemical analysis of the Yokenella regensburgei lipopolysaccharides (LPS) indicated the presence of the core oligosaccharide-related immunotypes among the investigated strains.,,,,,
19880424,"The structure of the core oligosaccharide segment of the Y. regensburgei LPS has been investigated using chemical methods, mass spectrometry, and (1)H, (13)C NMR spectroscopy.",,,,,
19880424,It was concluded that the core oligosaccharides of the strains PCM 2476 and PCM 2477 are composed of an undecasaccharide.,,,,,
